id	formattedAddress	zipCode	county	latitude	longitude	propertyType	bedrooms	bathrooms	squareFootage	lotSize	yearBuilt	hoaFee	status	price	price_per_sqft	listedDate	removedDate	lastSeenDate	daysOnMarket	builderName	subdivision	mlsName	roomCount	floorCount	garage	garageSpaces	pool	fireplace	cooling	coolingType	heating	heatingType	exteriorType	foundationType	architectureType	pulled_at
11525-Tony-Ponce-Dr,-El-Paso,-TX-79936	11525 Tony Ponce Dr, El Paso, TX 79936	79936	El Paso	31.790032	-106.292675	Single Family	2	1	946	4356	1999		Inactive	189500	200.32	2026-03-19T00:00:00.000Z	2026-03-30T00:00:00.000Z	2026-03-29T08:18:28.420Z	10			Elpaso														8/12/2026
260-Staffs-Way,-El-Paso,-TX-79928	260 Staffs Way, El Paso, TX 79928	79928	El Paso	31.687577	-106.233709	Single Family	4	2	1244	6098	2024		Inactive	269950	217	2026-03-24T00:00:00.000Z	2026-03-30T00:00:00.000Z	2026-03-29T08:07:03.098Z	5			Elpaso														8/12/2026
14364-Bill-Lazor-Pkwy,-El-Paso,-TX-79928	14364 Bill Lazor Pkwy, El Paso, TX 79928	79928	El Paso	31.690404	-106.183272	Single Family	2	2	930	4356	2025		Inactive	226950	244.03	2026-03-24T00:00:00.000Z	2026-03-30T00:00:00.000Z	2026-03-29T08:07:03.087Z	5			Elpaso														8/12/2026
952-Rothbury-St,-El-Paso,-TX-79928	952 Rothbury St, El Paso, TX 79928	79928	El Paso	31.710552	-106.219326	Single Family	3	2	1483	5227	2018		Inactive	265000	178.69	2026-03-25T00:00:00.000Z	2026-03-30T00:00:00.000Z	2026-03-29T08:07:03.074Z	4			Elpaso														8/12/2026
14528-Russell-Borea-Ave,-El-Paso,-TX-79938	14528 Russell Borea Ave, El Paso, TX 79938	79938	El Paso	31.823681	-106.235532	Single Family	4	2	1321	5663	2026		Inactive	234950	177.86	2026-03-28T00:00:00.000Z	2026-03-30T00:00:00.000Z	2026-03-29T05:18:02.330Z	1			Elpaso														8/12/2026
2336-Eastern-Sky-St,-El-Paso,-TX-79912	2336 Eastern Sky St, El Paso, TX 79912	79912	El Paso	31.772505	-106.216897	Single Family	4	2.5	2401	6970	2014		Inactive	303950	126.59	2026-03-29T00:00:00.000Z	2026-03-30T00:00:00.000Z	2026-03-29T05:18:02.258Z	0			Elpaso														8/12/2026
5108-Lubbock-Ct,-El-Paso,-TX-79924	5108 Lubbock Ct, El Paso, TX 79924	79924	El Paso	31.924939	-106.423094	Single Family	4	1	1498	6970	1977		Inactive	224100	149.6	2025-05-29T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T10:44:33.163Z	303			Elpaso														8/12/2026
8725-Clavel-Dr,-El-Paso,-TX-79907	8725 Clavel Dr, El Paso, TX 79907	79907	El Paso	31.706418	-106.329162	Single Family	3	1	1314	6970	1979		Inactive	167000	127.09	2025-07-10T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T10:44:02.783Z	261			Elpaso														8/12/2026
3318-Red-Sails-Dr,-El-Paso,-TX-79936	3318 Red Sails Dr, El Paso, TX 79936	79936	El Paso	31.789696	-106.31257	Single Family	3	2	868	4356	1982		Inactive	155000	178.57	2025-10-06T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T10:39:31.983Z	173			Elpaso														8/12/2026
14701-Tierra-Isaiah-Ave,-El-Paso,-TX-79938	14701 Tierra Isaiah Ave, El Paso, TX 79938	79938	El Paso	31.783029	-106.206911	Single Family	4	3	2139	6970	2019		Inactive	339950	158.93	2025-10-15T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T10:39:31.969Z	164			Elpaso														8/12/2026
317-Rio-Del-Rancho-Ct,-El-Paso,-TX-79932	317 Rio Del Rancho Ct, El Paso, TX 79932	79932	El Paso	31.901446	-106.604107	Single Family	4	3	2083	10890	2016		Inactive	555987	266.92	2025-11-07T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T10:34:14.537Z	141			Elpaso														8/12/2026
7109-Ramada-Dr,-El-Paso,-TX-79912	7109 Ramada Dr, El Paso, TX 79912	79912	El Paso	31.845513	-106.551832	Single Family	3	2	1922	12632	1978		Inactive	349900	182.05	2025-12-08T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T10:20:47.654Z	110			Elpaso														8/12/2026
5609-Wadsworth-Ave,-El-Paso,-TX-79924	5609 Wadsworth Ave, El Paso, TX 79924	79924	El Paso	31.920937	-106.41126	Single Family	4	3	1592	6098	1969		Inactive	215000	135.05	2025-12-14T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T10:20:47.641Z	104			Elpaso														8/12/2026
1140-E-Nevada-Ave,-El-Paso,-TX-79902	1140 E Nevada Ave, El Paso, TX 79902	79902	El Paso	31.771795	-106.484174	Single Family	2	1	1170	4356	1940		Inactive	140000	119.66	2026-02-03T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T10:08:18.249Z	53			Elpaso														8/12/2026
6824-Inca-Dove,-El-Paso,-TX-79911	6824 Inca Dove, El Paso, TX 79911	79911	El Paso	31.884018	-106.549956	Single Family	3	2	1514	6098	2011	23	Inactive	305000	201.45	2026-02-01T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T10:08:18.120Z	55			Elpaso														8/12/2026
6000-Camino-Alegre-Dr,-El-Paso,-TX-79912	6000 Camino Alegre Dr, El Paso, TX 79912	79912	El Paso	31.853638	-106.525535	Single Family	6	2.5	3503	16988	1981		Inactive	635000	181.27	2026-02-10T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T10:00:29.945Z	46			Elpaso														8/12/2026
6092-Los-Siglos-Dr,-El-Paso,-TX-79912	6092 Los Siglos Dr, El Paso, TX 79912	79912	El Paso	31.862677	-106.523556	Single Family	5	3	2618	8712	2000		Inactive	411999	157.37	2026-02-17T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T09:37:12.576Z	39			Elpaso														8/12/2026
2232-Sandstone-Pl,-El-Paso,-TX-79911	2232 Sandstone Pl, El Paso, TX 79911	79911	El Paso	31.918455	-106.569225	Single Family	3	2.5	1938	6098	2024	7	Inactive	425000	219.3	2026-02-26T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T09:31:28.906Z	30			Elpaso														8/12/2026
232-Ulshaw-St,-El-Paso,-TX-79928	232 Ulshaw St, El Paso, TX 79928	79928	El Paso	31.685595	-106.246614	Single Family	4	3.5	2649	6534	2020		Inactive	340000	128.35	2026-03-03T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T09:29:43.678Z	25			Elpaso														8/12/2026
14430-Misty-Point-Dr,-El-Paso,-TX-79938	14430 Misty Point Dr, El Paso, TX 79938	79938	El Paso	31.789893	-106.217543	Single Family	4	2.5	1988	6098	2008		Inactive	275000	138.33	2026-03-05T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T09:19:51.703Z	23			Elpaso														8/12/2026
6717-Imperial-Ridge-Dr,-El-Paso,-TX-79912	6717 Imperial Ridge Dr, El Paso, TX 79912	79912	El Paso	31.866335	-106.54523	Single Family	4	2.5	2719	9148	1992		Inactive	478500	175.98	2026-03-06T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T09:19:51.662Z	22			Elpaso														8/12/2026
4643R-L-Shoemaker-Dr,-El-Paso,-TX-79924	4643R L Shoemaker Dr, El Paso, TX 79924	79924	El Paso	31.878818	-106.432712	Single Family	4	2.5	2338	8712	1983		Inactive	250000	106.93	2026-03-13T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T07:49:29.853Z	15			Elpaso														8/12/2026
1376-Adabel-Dr,-El-Paso,-TX-79936	1376 Adabel Dr, El Paso, TX 79936	79936	El Paso	31.734017	-106.308629	Single Family	3	2	1832	7841	1981		Inactive	310000	169.21	2026-03-20T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T06:11:50.628Z	8			Elpaso														8/12/2026
1451-Hereford-Dr,-El-Paso,-TX-79928	1451 Hereford Dr, El Paso, TX 79928	79928	El Paso	31.646884	-106.220625	Single Family	3	2	1013	11326	1998		Inactive	189000	186.57	2026-03-23T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T06:11:50.575Z	5			Elpaso														8/12/2026
6509-Franklin-Cove-Pl,-El-Paso,-TX-79912	6509 Franklin Cove Pl, El Paso, TX 79912	79912	El Paso	31.868988	-106.536373	Single Family	4	3.5	3094	7405	2005		Inactive	549900	177.73	2026-03-26T00:00:00.000Z	2026-03-29T00:00:00.000Z	2026-03-28T05:48:45.683Z	2			Elpaso														8/12/2026
904-Aqueduct-Ave,-El-Paso,-TX-79932	904 Aqueduct Ave, El Paso, TX 79932	79932	El Paso	31.869013	-106.621747	Single Family	4	2.5	1818	5663	2024	100	Inactive	354950	195.24	2025-01-23T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T10:31:34.309Z	428			Elpaso														8/12/2026
8825-Polaris-St,-El-Paso,-TX-79904	8825 Polaris St, El Paso, TX 79904	79904	El Paso	31.863748	-106.448856	Single Family	5	2	2750	6970	1963		Inactive	239000	86.91	2025-08-06T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T10:14:19.880Z	233			Elpaso														8/12/2026
6121-Will-Jordan-Pl,-El-Paso,-TX-79932	6121 Will Jordan Pl, El Paso, TX 79932	79932	El Paso	31.875873	-106.600301	Single Family	4	2.5	3400	6098	2025		Inactive	522950	153.81	2025-08-18T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T10:14:16.616Z	221			Elpaso														8/12/2026
13949-Victory-Sky-Ave,-El-Paso,-TX-79928	13949 Victory Sky Ave, El Paso, TX 79928	79928	El Paso	31.723462	-106.201791	Single Family	3	1	1442	5227	2025		Inactive	258450	179.23	2025-09-25T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T10:06:20.244Z	183			Elpaso														8/12/2026
11528-Rafael-Serna-Ln,-El-Paso,-TX-79934	11528 Rafael Serna Ln, El Paso, TX 79934	79934	El Paso	31.94099	-106.419474	Single Family	3	2	1574	5663	2011		Inactive	260000	165.18	2025-10-10T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T10:06:20.142Z	168			Elpaso														8/12/2026
3215-Mobile-Ave,-El-Paso,-TX-79930	3215 Mobile Ave, El Paso, TX 79930	79930	El Paso	31.801575	-106.455965	Single Family	4	1	1820	10890	1929		Inactive	269900	148.3	2025-10-16T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T10:06:16.697Z	162			Elpaso														8/12/2026
791-Maxey-Marie-Dr,-El-Paso,-TX-79932	791 Maxey Marie Dr, El Paso, TX 79932	79932	El Paso	31.866634	-106.613715	Single Family	4	4	2826	10890	2007		Inactive	450950	159.57	2025-10-23T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T10:06:16.662Z	155			Elpaso														8/12/2026
10204-Suez-Dr,-El-Paso,-TX-79925	10204 Suez Dr, El Paso, TX 79925	79925	El Paso	31.7799	-106.345382	Single Family	3	1.5	1961	7405	1964		Inactive	229000	116.78	2025-12-05T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T09:55:43.757Z	112			Elpaso														8/12/2026
114-Fern-Way,-El-Paso,-TX-79902	114 Fern Way, El Paso, TX 79902	79902	El Paso	31.761301	-106.502875	Single Family	2	1	816	1742	1910		Inactive	92000	112.75	2026-01-05T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T09:49:16.649Z	81			Elpaso														8/12/2026
3222-Frankfort-Ave,-El-Paso,-TX-79930	3222 Frankfort Ave, El Paso, TX 79930	79930	El Paso	31.798326	-106.455705	Single Family	3	1	1081	6098	1951		Inactive	155000	143.39	2026-01-05T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T09:49:16.644Z	81			Elpaso														8/12/2026
14950-Mule-Deer-Dr,-El-Paso,-TX-79938	14950 Mule Deer Dr, El Paso, TX 79938	79938	El Paso	31.802025	-106.160578	Land				10890			Inactive	139000		2026-01-28T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T09:45:15.688Z	58			Elpaso														8/12/2026
6240-Papago-Rd,-El-Paso,-TX-79905	6240 Papago Rd, El Paso, TX 79905	79905	El Paso	31.779328	-106.404522	Single Family	3	2	1364	6098	1954		Inactive	169950	124.6	2026-02-23T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T09:03:53.723Z	32			Elpaso														8/12/2026
15141-Expectation-Ave,-El-Paso,-TX-79938	15141 Expectation Ave, El Paso, TX 79938	79938	El Paso	31.810822	-106.192003	Single Family	3	2	1583	5227	2026		Inactive	279950	176.85	2026-02-24T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T09:03:53.618Z	31			Elpaso														8/12/2026
10506-Cozumel-Ln,-El-Paso,-TX-79925	10506 Cozumel Ln, El Paso, TX 79925	79925	El Paso	31.78677	-106.335817	Single Family	2	2	962	6534	1982	72	Inactive	139000	144.49	2026-03-06T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T08:54:13.721Z	21			Elpaso														8/12/2026
12332-Bioko-Norte-Way,-El-Paso,-TX-79934	12332 Bioko Norte Way, El Paso, TX 79934	79934	El Paso	31.965935	-106.349098	Single Family	4	3	1600	5663	2026		Inactive	285000	178.12	2026-03-27T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T07:44:05.671Z	0			Elpaso														8/12/2026
12461-Cayo-Norte-Dr,-El-Paso,-TX-79934	12461 Cayo Norte Dr, El Paso, TX 79934	79934	El Paso	31.969093	-106.351851	Single Family	4	2	1650	5227	2026		Inactive	295000	178.79	2026-03-27T00:00:00.000Z	2026-03-28T00:00:00.000Z	2026-03-27T07:44:05.670Z	0			Elpaso														8/12/2026
15317-Steer-Dr,-El-Paso,-TX-79938	15317 Steer Dr, El Paso, TX 79938	79938	El Paso	31.807101	-106.189385	Single Family	4	2	1723	5663	2026		Inactive	279950	162.48	2025-10-24T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T10:16:46.301Z	153			Elpaso														8/12/2026
7713-Matamoros-Dr,-El-Paso,-TX-79915	7713 Matamoros Dr, El Paso, TX 79915	79915	El Paso	31.750383	-106.354683	Single Family	3	1	1161	2178	1953		Inactive	179000	154.18	2025-11-06T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T10:08:38.506Z	140			Elpaso														8/12/2026
5912-Via-Norte-Ln,-El-Paso,-TX-79912	5912 Via Norte Ln, El Paso, TX 79912	79912	El Paso	31.859241	-106.519175	Single Family	5	2.5	2728	7841	1993		Inactive	455000	166.79	2025-11-13T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T10:08:38.416Z	133			Elpaso														8/12/2026
3144-Hidden-Creek-Dr,-El-Paso,-TX-79938	3144 Hidden Creek Dr, El Paso, TX 79938	79938	El Paso	31.772903	-106.244831	Single Family	3	2.5	2258	6098	2013		Inactive	289999	128.43	2025-11-25T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T09:55:11.864Z	121			Elpaso														8/12/2026
608-Stewart-Ct,-El-Paso,-TX-79902	608 Stewart Ct, El Paso, TX 79902	79902	El Paso	31.759894	-106.496245	Single Family	3	1	1452	3485	1930		Inactive	256000	176.31	2025-12-02T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T09:55:11.821Z	114			Elpaso														8/12/2026
2408-Portland-Ave,-El-Paso,-TX-79930	2408 Portland Ave, El Paso, TX 79930	79930	El Paso	31.785691	-106.468594	Single Family	3	1	1320	6534	1957		Inactive	224500	170.08	2026-02-19T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T08:54:35.535Z	35			Elpaso														8/12/2026
12069-Copper-Valley-Ln,-El-Paso,-TX-79934	12069 Copper Valley Ln, El Paso, TX 79934	79934	El Paso	31.959592	-106.373851	Single Family	4	2.5	1591	5227	2013		Inactive	230000	144.56	2026-02-20T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T08:41:54.841Z	34			Elpaso														8/12/2026
3941-Peak-Pl,-El-Paso,-TX-79938	3941 Peak Pl, El Paso, TX 79938	79938	El Paso	31.810916	-106.196564	Single Family	4	2	1802	5663	2026		Inactive	323200	179.36	2026-02-20T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T08:41:54.829Z	34			Elpaso														8/12/2026
261-Gladys-Ave,-El-Paso,-TX-79915	261 Gladys Ave, El Paso, TX 79915	79915	El Paso	31.733001	-106.371533	Single Family	3	1	976	6098	1960		Inactive	199950	204.87	2026-02-23T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T08:41:54.792Z	31			Elpaso														8/12/2026
14624-Achim-Dr,-El-Paso,-TX-79928	14624 Achim Dr, El Paso, TX 79928	79928	El Paso	31.666959	-106.181436	Single Family	3	2	1422	6534	2002		Inactive	165000	116.03	2026-02-27T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T08:31:15.526Z	27			Elpaso														8/12/2026
11148-Redstone-Cove-Dr,-El-Paso,-TX-79934	11148 Redstone Cove Dr, El Paso, TX 79934	79934	El Paso	31.934912	-106.404704	Single Family	3	2	1615	5663	2009	17	Inactive	259950	160.96	2026-03-03T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T07:58:31.830Z	23			Elpaso														8/12/2026
13965-Thunder-Sky-Ave,-El-Paso,-TX-79928	13965 Thunder Sky Ave, El Paso, TX 79928	79928	El Paso	31.722607	-106.203236	Single Family	4	2	1980	5663	2026		Inactive	313165	158.16	2026-03-05T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T07:58:31.776Z	21			Elpaso														8/12/2026
10716-Michael-Irvin-St,-El-Paso,-TX-79924	10716 Michael Irvin St, El Paso, TX 79924	79924	El Paso	31.92432	-106.402749	Single Family	3	1	1520	4792	2026		Inactive	262315	172.58	2026-03-05T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T07:58:31.763Z	21			Elpaso														8/12/2026
13833-Summer-Hail-Ave,-El-Paso,-TX-79928	13833 Summer Hail Ave, El Paso, TX 79928	79928	El Paso	31.724294	-106.205722	Single Family	4	3	1687	6098	2025		Inactive	285950	169.5	2026-03-08T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T07:38:54.274Z	18			Elpaso														8/12/2026
1104-Cheyenne-Trl,-El-Paso,-TX-79925	1104 Cheyenne Trl, El Paso, TX 79925	79925	El Paso	31.784846	-106.399271	Single Family	4	1	1048	6098	1950		Inactive	170000	162.21	2026-03-09T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T07:38:54.262Z	17			Elpaso														8/12/2026
1384-Summer-Enclave-Pl,-El-Paso,-TX-79928	1384 Summer Enclave Pl, El Paso, TX 79928	79928	El Paso	31.72398	-106.199502	Single Family	4	3	1599	5663	2026		Inactive	275950	172.58	2026-03-09T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T07:38:54.235Z	17			Elpaso														8/12/2026
13916-Summer-Wave-Ave,-El-Paso,-TX-79928	13916 Summer Wave Ave, El Paso, TX 79928	79928	El Paso	31.725394	-106.203257	Single Family	4	3	1599	5227	2026		Inactive	275950	172.58	2026-03-09T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T07:38:54.229Z	17			Elpaso														8/12/2026
13908-Summer-Wave-Ave,-El-Paso,-TX-79928	13908 Summer Wave Ave, El Paso, TX 79928	79928	El Paso	31.725422	-106.203611	Single Family	4	3	1599	5227	2026		Inactive	275950	172.58	2026-03-09T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T07:38:54.219Z	17			Elpaso														8/12/2026
13853-Summer-Hail-Ave,-El-Paso,-TX-79928	13853 Summer Hail Ave, El Paso, TX 79928	79928	El Paso	31.724235	-106.204834	Single Family	4	3	1599	5227	2025		Inactive	275950	172.58	2026-03-09T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T07:38:54.214Z	17			Elpaso														8/12/2026
7521-Red-Cedar-Dr,-El-Paso,-TX-79911	7521 Red Cedar Dr, El Paso, TX 79911	79911	El Paso	31.914751	-106.570185	Single Family	3	2	1716	5227	2016		Inactive	320000	186.48	2026-03-09T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T07:38:54.213Z	17			Elpaso														8/12/2026
2872-Mike-Price-Dr,-El-Paso,-TX-79938	2872 Mike Price Dr, El Paso, TX 79938	79938	El Paso	31.783076	-106.20778	Single Family	4	2	2588	7405	2020		Inactive	455000	175.81	2026-03-14T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T06:27:28.940Z	12			Elpaso														8/12/2026
14041-Paseo-Anejo-Ct,-El-Paso,-TX-79928	14041 Paseo Anejo Ct, El Paso, TX 79928	79928	El Paso	31.702688	-106.201372	Single Family	4	3	1983	5227	2026	62	Inactive	310950	156.81	2026-03-18T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T06:27:28.832Z	8			Elpaso														8/12/2026
9117-Jalapa-Dr,-El-Paso,-TX-79907	9117 Jalapa Dr, El Paso, TX 79907	79907	El Paso	31.703353	-106.306412	Single Family	3	1	1029	6098	1973		Inactive	180250	175.17	2026-03-19T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T06:06:59.608Z	7			Elpaso														8/12/2026
9200-Breish-Ct,-El-Paso,-TX-79925	9200 Breish Ct, El Paso, TX 79925	79925	El Paso	31.781309	-106.36417	Single Family	5	2	3655	10890	1967		Inactive	485000	132.69	2026-03-20T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T06:06:59.593Z	6			Elpaso														8/12/2026
51026-Fox-Trail-Ave,-El-Paso,-TX-79934	51026 Fox Trail Ave, El Paso, TX 79934	79934	El Paso	31.95157	-106.410669	Single Family	4	2	1870	5663	2023	29	Inactive	330000	176.47	2026-03-20T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T06:06:59.583Z	6			Elpaso														8/12/2026
1501-Cezanne-Cir,-El-Paso,-TX-79936	1501 Cezanne Cir, El Paso, TX 79936	79936	El Paso	31.739801	-106.281915	Single Family	3	1.5	1389	8276	1989		Inactive	230000	165.59	2026-03-21T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T06:06:59.582Z	5			Elpaso														8/12/2026
12868-Hueco-Mine-Dr,-El-Paso,-TX-79938	12868 Hueco Mine Dr, El Paso, TX 79938	79938	El Paso	31.80425	-106.244377	Single Family	4	2.5	1521	4356	2012		Inactive	239950	157.76	2026-03-20T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T06:06:59.580Z	6			Elpaso														8/12/2026
117-Hadlock-St,-El-Paso,-TX-79905	117 Hadlock St, El Paso, TX 79905	79905	El Paso	31.770869	-106.437704	Single Family	2	2	759	4792	1937		Inactive	97000	127.8	2026-03-24T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T05:42:32.867Z	2			Elpaso														8/12/2026
2305-Honey-Dew-St,-El-Paso,-TX-79938	2305 Honey Dew St, El Paso, TX 79938	79938	El Paso	31.771741	-106.221557	Single Family	3	2	1597	4792	2012		Inactive	229900	143.96	2026-03-23T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T05:42:32.726Z	3			Elpaso														8/12/2026
375-Pleasant-View-Ct,-El-Paso,-TX-79912	375 Pleasant View Ct, El Paso, TX 79912	79912	El Paso	31.82832	-106.50869	Land				11761			Inactive	350000		2026-03-24T00:00:00.000Z	2026-03-27T00:00:00.000Z	2026-03-26T05:42:32.678Z	2			Elpaso														8/12/2026
13921-Paseo-Bosque-Ave,-El-Paso,-TX-79928	13921 Paseo Bosque Ave, El Paso, TX 79928	79928	El Paso	31.70953	-106.203638	Single Family	4	1.5	1438	5663	2025	62	Inactive	282950	196.77	2025-02-07T00:00:00.000Z	2026-03-26T00:00:00.000Z	2026-03-25T10:10:31.314Z	411			Elpaso														8/12/2026
12808-Fredricksberg-Ave,-El-Paso,-TX-79928	12808 Fredricksberg Ave, El Paso, TX 79928	79928	El Paso	31.710971	-106.244419	Single Family	4	3	1856	5663	2025		Inactive	369950	199.33	2025-07-29T00:00:00.000Z	2026-03-26T00:00:00.000Z	2026-03-25T10:09:24.140Z	239			Elpaso														8/12/2026
13948-Golden-Summer-Ct,-El-Paso,-TX-79928	13948 Golden Summer Ct, El Paso, TX 79928	79928	El Paso	31.719948	-106.201171	Single Family	3	1	1394	5663	2025		Inactive	251450	180.38	2025-09-25T00:00:00.000Z	2026-03-26T00:00:00.000Z	2026-03-25T10:01:05.643Z	181			Elpaso														8/12/2026
7649-Red-Cedar-Dr,-El-Paso,-TX-79911	7649 Red Cedar Dr, El Paso, TX 79911	79911	El Paso	31.914802	-106.574333	Single Family	4	2	1983	5663	2014	7	Inactive	310000	156.33	2025-10-28T00:00:00.000Z	2026-03-26T00:00:00.000Z	2026-03-25T09:57:15.784Z	148			Elpaso														8/12/2026
14021-Paseo-Central-Ave,-El-Paso,-TX-79928	14021 Paseo Central Ave, El Paso, TX 79928	79928	El Paso	31.706525	-106.203151	Single Family	3	2	1752	5663	2025	63	Inactive	298990	170.66	2025-12-01T00:00:00.000Z	2026-03-26T00:00:00.000Z	2026-03-25T09:41:09.506Z	114			Elpaso														8/12/2026
3312-Justus-St,-El-Paso,-TX-79930	3312 Justus St, El Paso, TX 79930	79930	El Paso	31.806678	-106.455074	Multi-Family	4	3	1579	6970	1929		Inactive	155000	98.16	2025-12-22T00:00:00.000Z	2026-03-26T00:00:00.000Z	2026-03-25T09:39:47.413Z	93			Elpaso														8/12/2026
11617-Cree-Ct,-El-Paso,-TX-79936	11617 Cree Ct, El Paso, TX 79936	79936	El Paso	31.785413	-106.288541	Single Family	4	2	1455	5227	1993		Inactive	255000	175.26	2026-01-16T00:00:00.000Z	2026-03-26T00:00:00.000Z	2026-03-25T09:38:16.573Z	68			Elpaso														8/12/2026
PN-277139-Horizon-Blvd,-El-Paso,-TX-79928	PN-277139 Horizon Blvd, El Paso, TX 79928	79928	El Paso	31.683767	-106.09989	Land				65340			Inactive	100000		2026-01-21T00:00:00.000Z	2026-03-26T00:00:00.000Z	2026-03-25T09:38:16.519Z	63			Elpaso														8/12/2026
7624-Enchanted-Ridge-Dr,-El-Paso,-TX-79911	7624 Enchanted Ridge Dr, El Paso, TX 79911	79911	El Paso	31.920217	-106.57318	Single Family	3	1	1976	7405	2024		Inactive	366000	185.22	2026-01-26T00:00:00.000Z	2026-03-26T00:00:00.000Z	2026-03-25T09:36:48.033Z	58			Elpaso														8/12/2026
7828-Caliche-Dr,-El-Paso,-TX-79915	7828 Caliche Dr, El Paso, TX 79915	79915	El Paso	31.740483	-106.357446	Single Family	6	3	2836	23522	1980		Inactive	370000	130.47	2026-02-05T00:00:00.000Z	2026-03-26T00:00:00.000Z	2026-03-25T09:28:06.218Z	48			Elpaso														8/12/2026
14337-Star-Cactus-Ave,-El-Paso,-TX-79928	14337 Star Cactus Ave, El Paso, TX 79928	79928	El Paso	31.9498997	-106.4086416	Single Family	3	2	1366				Inactive	242200	177.31	2026-02-05T00:00:00.000Z	2026-03-26T00:00:00.000Z	2026-03-25T09:28:06.218Z	48	Desert View Homes	Rancho Desierto Bello															8/12/2026
8045-Gilbert-Dr,-El-Paso,-TX-79907	8045 Gilbert Dr, El Paso, TX 79907	79907	El Paso	31.744319	-106.338338	Single Family	5	3	1792	9148	1981		Inactive	225000	125.56	2026-02-14T00:00:00.000Z	2026-03-26T00:00:00.000Z	2026-03-25T09:25:04.286Z	39			Elpaso														8/12/2026
