id	formattedAddress	zipCode	county	latitude	longitude	propertyType	bedrooms	bathrooms	squareFootage	lotSize	yearBuilt	lastSaleDate	lastSalePrice	price_per_sqft	source	cohort	pulled_at
MLS-921576	7145 WESTERN SKIES Drive C, El Paso, TX 79912	79912	El Paso	31.83408962	-106.5553543		3	3	2137	3049		8/28/2025	242500	113.48	mls	2025	8/10/2026
MLS-925069	7713 BARTLETT LANDING Court, El Paso, TX 79912	79912	El Paso	31.85010132	-106.5707109		3	3	1574	4356		8/29/2025	283000	179.8	mls	2025	8/10/2026
MLS-898853	287 Everest Drive, El Paso, TX 79912	79912	El Paso	31.81183334	-106.4999709		3	4	2944	13504		6/2/2025	1215000	412.7	mls	2025	8/10/2026
MLS-913721	6369 FRANKLIN GATE Drive, El Paso, TX 79912	79912	El Paso	31.8752469	-106.5325864		3	4	1978	13504		6/9/2025	346500	175.18	mls	2025	8/10/2026
MLS-897890	201 DESERT PASS Street 6, El Paso, TX 79912	79912	El Paso				3	4	1964	1307		6/25/2025	441900	225	mls	2025	8/10/2026
MLS-909103	308 Silver Star Drive, El Paso, TX 79912	79912	El Paso	31.82690848	-106.5126738		3	5	2822	18295		1/31/2025	965000	341.96	mls	2025	8/10/2026
MLS-909087	456 BOREALIS Lane, El Paso, TX 79912	79912	El Paso	31.83994709	-106.5284823		4	3	2679	10019		11/3/2024	389900	145.54	mls	2024	8/10/2026
MLS-887805	74 Northwind Drive, El Paso, TX 79912	79912	El Paso	31.83945796	-106.5349413		4	3	2309	9583		3/5/2025	349000	151.15	mls	2025	8/10/2026
MLS-924957	820 VIA DESCANSO Lane, El Paso, TX 79912	79912	El Paso	31.8566716	-106.524952		4	3	1816	13939		7/30/2025	357000	196.59	mls	2025	8/10/2026
MLS-905176	225 Vista Del Rey Dr Drive, El Paso, TX 79912	79912	El Paso	31.82964364	-106.521819		4	3	2437	16553		9/30/2024	434000	178.09	mls	2024	8/10/2026
MLS-906452	729 Villa Flores Drive, El Paso, TX 79912	79912	El Paso	31.85479804	-106.550743		4	3	1980	6970		11/26/2024	305000	154.04	mls	2024	8/10/2026
MLS-918742	1449 FRANKLIN DELL Street, El Paso, TX 79912	79912	El Paso	31.87729733	-106.5303229		4	3	1859	6534		5/2/2025	355000	190.96	mls	2025	8/10/2026
MLS-899829	505 DE SOTO Avenue, El Paso, TX 79912	79912	El Paso	31.82899926	-106.5422249		4	2	1607	7841		5/1/2024	190000	118.23	mls	2024	8/10/2026
MLS-900233	524 Balboa Road, El Paso, TX 79912	79912	El Paso	31.82537376	-106.5407058		4	2	1720	10890		5/10/2024	260000	151.16	mls	2024	8/10/2026
MLS-900965	6845 Granero Drive, El Paso, TX 79912	79912	El Paso	31.84525615	-106.542244		4	2	2107	18295		5/25/2024	260000	123.4	mls	2024	8/10/2026
MLS-899202	1220 Pasatiempo Circle, El Paso, TX 79912	79912	El Paso	31.86881797	-106.5452233		4	2	2043	17424		6/14/2024	440000	215.37	mls	2024	8/10/2026
MLS-900324	841 Espolon Drive, El Paso, TX 79912	79912	El Paso	31.85642997	-106.5451513		4	2	1971	11761		6/14/2024	300000	152.21	mls	2024	8/10/2026
MLS-902842	201 THUNDERBIRD Drive, El Paso, TX 79912	79912	El Paso	31.83310227	-106.5312109		4	2	1938	7405		6/26/2024	225000	116.1	mls	2024	8/10/2026
MLS-904541	7112 TIERRA ALTA Avenue, El Paso, TX 79912	79912	El Paso	31.83966015	-106.552466		4	2	1374	8276		8/8/2024	259500	188.86	mls	2024	8/10/2026
MLS-905299	7071 VILLA HERMOSA Drive, El Paso, TX 79912	79912	El Paso	31.85085587	-106.5519638		4	2	1525	6970		8/30/2024	286500	187.87	mls	2024	8/10/2026
MLS-897672	840 BRISA DEL MAR Drive, El Paso, TX 79912	79912	El Paso	31.85721786	-106.5485556		4	2	2225	8712		9/6/2024	325000	146.07	mls	2024	8/10/2026
MLS-905482	6049 Bel Mar Avenue, El Paso, TX 79912	79912	El Paso	31.82470887	-106.5398237		4	2	2149	8276		9/13/2024	269000	125.17	mls	2024	8/10/2026
MLS-907243	841 Cloudburst Drive, El Paso, TX 79912	79912	El Paso	31.86232556	-106.5688544		4	2	1682	6534		9/26/2024	260000	154.58	mls	2024	8/10/2026
MLS-906977	6624 AMPOSTA Drive, El Paso, TX 79912	79912	El Paso	31.85171683	-106.5392846		4	2	2192	8712		10/14/2024	369500	168.57	mls	2024	8/10/2026
MLS-908584	6328 Marcena Street, El Paso, TX 79912	79912	El Paso	31.82544106	-106.5523605		4	2	2180	12632		11/20/2024	332700	152.61	mls	2024	8/10/2026
MLS-912178	613 Queretaro Drive, El Paso, TX 79912	79912	El Paso	31.84874887	-106.5498279		4	2	1901	8276		12/30/2024	299999	157.81	mls	2024	8/10/2026
MLS-914397	6936 La Cadena Drive, El Paso, TX 79912	79912	El Paso	31.84676905	-106.5475453		4	2	1928	8712		2/19/2025	335000	173.76	mls	2025	8/10/2026
MLS-908556	828 AGUA CALIENTE Drive, El Paso, TX 79912	79912	El Paso	31.85701662	-106.5466796		4	2	1914	6970		2/24/2025	300000	156.74	mls	2025	8/10/2026
MLS-916110	1284 DESIERTO SECO Drive, El Paso, TX 79912	79912	El Paso	31.86824268	-106.5598485		4	2	1473	8712		3/17/2025	305000	207.06	mls	2025	8/10/2026
MLS-910103	6527 Pino Real Drive, El Paso, TX 79912	79912	El Paso	31.84480042	-106.5366491		4	2	2128	8712		3/26/2025	311400	146.33	mls	2025	8/10/2026
MLS-918994	728 De Leon Drive, El Paso, TX 79912	79912	El Paso	31.8235042	-106.5493155		4	2	1823	9148		4/14/2025	315000	172.79	mls	2025	8/10/2026
MLS-916662	735 DE LEON Drive, El Paso, TX 79912	79912	El Paso	31.82364334	-106.5491162		4	2	2034	14810		4/16/2025	346700	170.45	mls	2025	8/10/2026
MLS-919523	6903 Rock Canyon Drive, El Paso, TX 79912	79912	El Paso	31.87179038	-106.5499591		4	2	2299	8712		4/24/2025	405000	176.16	mls	2025	8/10/2026
MLS-919052	1348 Black Ridge Drive, El Paso, TX 79912	79912	El Paso	31.87554356	-106.5505938		4	2	1593	6098		5/19/2025	226000	141.87	mls	2025	8/10/2026
MLS-921316	7453 Plaza Taurina Drive, El Paso, TX 79912	79912	El Paso	31.87640144	-106.5693056		4	2	1311	5663		6/4/2025	250000	190.69	mls	2025	8/10/2026
MLS-923271	6220 Bel Mar Avenue, El Paso, TX 79912	79912	El Paso	31.8270067	-106.5421691		4	2	1440	7405		7/16/2025	253000	175.69	mls	2025	8/10/2026
MLS-893186	4863 LOS REALES Drive, El Paso, TX 79912	79912	El Paso	31.80953842	-106.5077368		4	3	2344	8712		4/1/2024	290000	123.72	mls	2024	8/10/2026
MLS-896319	6209 Sylvania Way, El Paso, TX 79912	79912	El Paso	31.82485376	-106.5472543		4	3	2503	9583		4/12/2024	335000	133.84	mls	2024	8/10/2026
MLS-897364	7705 Iroquois Drive, El Paso, TX 79912	79912	El Paso	31.86743623	-106.5716283		4	3	1749	6970		5/17/2024	255500	146.08	mls	2024	8/10/2026
MLS-898391	6837 La Cadena Drive, El Paso, TX 79912	79912	El Paso	31.84630562	-106.5430964		4	3	2282	9148		5/20/2024	350000	153.37	mls	2024	8/10/2026
MLS-900468	6712 Los Olivos Court, El Paso, TX 79912	79912	El Paso	31.84826732	-106.5403661		4	3	2236	10019		7/3/2024	389000	173.97	mls	2024	8/10/2026
MLS-903796	308 Sundown Place, El Paso, TX 79912	79912	El Paso	31.84112039	-106.5350855		4	3	2951	9583		8/30/2024	369000	125.04	mls	2024	8/10/2026
MLS-906128	252 Viking Drive, El Paso, TX 79912	79912	El Paso	31.83488633	-106.5326147		4	3	1708	8508		9/9/2024	240000	140.52	mls	2024	8/10/2026
MLS-907011	6600 TARASCAS Drive, El Paso, TX 79912	79912	El Paso	31.84972579	-106.5378173		4	3	2828	12197		9/25/2024	382000	135.08	mls	2024	8/10/2026
MLS-903675	6004 ALCALDE Avenue, El Paso, TX 79912	79912	El Paso	31.82547571	-106.5344516		4	3	2610	0		10/7/2024	285100	109.23	mls	2024	8/10/2026
MLS-906718	6595 Eagle Ridge Dr Drive, El Paso, TX 79912	79912	El Paso	31.866397	-106.5415419		4	3	2222	8712		11/5/2024	378000	170.12	mls	2024	8/10/2026
MLS-904900	6970 CANYON RIDGE Way, El Paso, TX 79912	79912	El Paso	31.8304243	-106.5518813		4	3	2241	7405		1/28/2025	356000	158.86	mls	2025	8/10/2026
MLS-916009	6981 Granero Drive, El Paso, TX 79912	79912	El Paso	31.8471218	-106.5445404		4	3	2291	8276		4/4/2025	360000	157.14	mls	2025	8/10/2026
MLS-917647	5712 Oak Cliff Drive, El Paso, TX 79912	79912	El Paso	31.83453346	-106.5199148		4	3	2488	10454		5/8/2025	340000	136.66	mls	2025	8/10/2026
MLS-914986	411 CROWN POINT Drive, El Paso, TX 79912	79912	El Paso	31.83075106	-106.5217483		4	3	2788	23087		5/9/2025	430000	154.23	mls	2025	8/10/2026
MLS-909161	1213 BELVIDERE Street, El Paso, TX 79912	79912	El Paso	31.85305015	-106.5355938		4	3	2483	10454		6/1/2025	375000	151.03	mls	2025	8/10/2026
MLS-922141	6236 Pino Real Drive, El Paso, TX 79912	79912	El Paso	31.84675262	-106.5303752		4	3	2906	12197		7/2/2025	482000	165.86	mls	2025	8/10/2026
MLS-923933	745 DULCE TIERRA Drive, El Paso, TX 79912	79912	El Paso	31.85288538	-106.5262606		4	3	2942	8276		7/23/2025	400000	135.96	mls	2025	8/10/2026
MLS-919556	113 Northwind Drive, El Paso, TX 79912	79912	El Paso	31.83730884	-106.5360082		4	3	2630	10019		8/25/2025	305000	115.97	mls	2025	8/10/2026
MLS-914988	500 Canyon Springs Drive, El Paso, TX 79912	79912	El Paso	31.83985136	-106.5160438		4	4	3751	17424		3/21/2025	840000	223.94	mls	2025	8/10/2026
MLS-902445	1236 Night Hawk Drive, El Paso, TX 79912	79912	El Paso				4	2	1411	6534		7/18/2024	265000	187.81	mls	2024	8/10/2026
MLS-898881	7336 DESIERTO ORO Court, El Paso, TX 79912	79912	El Paso	31.86992336	-106.5597716		4	3	1992	6534		5/15/2024	310000	155.62	mls	2024	8/10/2026
MLS-899627	1460 CHEROKEE RIDGE Drive, El Paso, TX 79912	79912	El Paso	31.87554256	-106.5368159		4	3	2094	10019		5/19/2024	413200	197.33	mls	2024	8/10/2026
MLS-900107	6809 ECHO CLIFFS Drive, El Paso, TX 79912	79912	El Paso	31.86737537	-106.5465249		4	3	2388	7405		6/3/2024	400000	167.5	mls	2024	8/10/2026
MLS-900234	6201 BEL MAR Avenue, El Paso, TX 79912	79912	El Paso	31.8267844	-106.5417863		4	3	2000	8276		6/4/2024	255000	127.5	mls	2024	8/10/2026
MLS-898851	717 CRESTA MIRA Drive, El Paso, TX 79912	79912	El Paso	31.85049652	-106.5294479		4	3	2791	11326		7/10/2024	402000	144.03	mls	2024	8/10/2026
MLS-900791	654 Copperfield Lane, El Paso, TX 79912	79912	El Paso	31.84180608	-106.5229184		4	3	2408	3049		8/2/2024	345000	143.27	mls	2024	8/10/2026
MLS-905793	7009 Toluca Drive, El Paso, TX 79912	79912	El Paso	31.85737584	-106.550411		4	3	2254	9148		10/21/2024	375000	166.37	mls	2024	8/10/2026
MLS-907901	6608 Los Altos Drive, El Paso, TX 79912	79912	El Paso	31.8454202	-106.5379786		4	3	2298	7841		12/24/2024	247000	107.48	mls	2024	8/10/2026
MLS-908966	6111 Sierra Valle Lane, El Paso, TX 79912	79912	El Paso	31.84526462	-106.5261498		4	3	2165	4792		1/17/2025	252750	116.74	mls	2025	8/10/2026
MLS-923085	7012 DIAMOND RIDGE Drive, El Paso, TX 79912	79912	El Paso	31.87271955	-106.5518287		4	3	2448	8276		7/17/2025	475000	194.04	mls	2025	8/10/2026
MLS-924828	7366 Luz De Dia Court, El Paso, TX 79912	79912	El Paso	31.87772711	-106.5658238		4	3	2416	8712		7/25/2025	350000	144.87	mls	2025	8/10/2026
MLS-926617	763 Espada Drive E, El Paso, TX 79912	79912	El Paso	31.84351015	-106.5257927		4	3	1878	4792		8/25/2025	266000	141.64	mls	2025	8/10/2026
MLS-918824	6298 Franklin Dove Avenue, El Paso, TX 79912	79912	El Paso	31.87227361	-106.5264102		4	4	3401	16553		4/22/2025	650000	191.12	mls	2025	8/10/2026
MLS-898052	212 EVEREST Drive, El Paso, TX 79912	79912	El Paso	31.80866201	-106.5046882		4	4	7096	23087		5/24/2024	2800000	394.59	mls	2024	8/10/2026
MLS-898347	6820 PINO REAL Drive, El Paso, TX 79912	79912	El Paso	31.84683056	-106.5402653		4	4	2400	10890		6/24/2024	349000	145.42	mls	2024	8/10/2026
MLS-902136	5836 Diamond Point Circle, El Paso, TX 79912	79912	El Paso	31.83649217	-106.5221134		4	4	3557	9148		7/19/2024	678500	190.75	mls	2024	8/10/2026
MLS-909566	7608 Plaza Redonda Drive, El Paso, TX 79912	79912	El Paso	31.87252245	-106.5727288		4	4	2423	11414		10/29/2024	325000	134.13	mls	2024	8/10/2026
MLS-914691	6496 Snowheights Court, El Paso, TX 79912	79912	El Paso	31.84023425	-106.5326837		4	4	3098	12197		2/18/2025	560000	180.76	mls	2025	8/10/2026
MLS-920420	1043 CALLE FLOR Place, El Paso, TX 79912	79912	El Paso	31.86490762	-106.5335367		4	4	3183	9583		5/19/2025	685000	215.21	mls	2025	8/10/2026
MLS-903936	1361 Desert Night Street, El Paso, TX 79912	79912	El Paso	31.87525449	-106.5199298		4	5	3224	13939		8/16/2024	1000000	310.17	mls	2024	8/10/2026
MLS-907804	323 Coral Sky Lane, El Paso, TX 79912	79912	El Paso	31.81985697	-106.50665		4	6	6350	48787		2/7/2025	2400000	377.95	mls	2025	8/10/2026
MLS-905020	4241 Tarek Lane, El Paso, TX 79912	79912	El Paso	31.80293156	-106.5077723		4	2	2264	10019		10/20/2024	395000	174.47	mls	2024	8/10/2026
MLS-880955	1829 Bridle Place, El Paso, TX 79912	79912	El Paso	31.89471853	-106.5718982		4	2	1954	5663		4/1/2024	450950	230.78	mls	2024	8/10/2026
MLS-897956	209 FOUNTAIN Road, El Paso, TX 79912	79912	El Paso	31.83527922	-106.5341854		4	2	1654	12632		4/4/2024	209000	126.36	mls	2024	8/10/2026
MLS-896705	6827 Mineral Ridge Drive, El Paso, TX 79912	79912	El Paso	31.8737822	-106.5492764		4	2	2454	10019		4/16/2024	394000	160.55	mls	2024	8/10/2026
MLS-897071	1101 WILL RAND Drive, El Paso, TX 79912	79912	El Paso	31.86516149	-106.5554391		4	2	1491	6970		5/10/2024	235000	157.61	mls	2024	8/10/2026
MLS-899723	1309 Desert Canyon Drive, El Paso, TX 79912	79912	El Paso	31.87397385	-106.5522863		4	2	2316	9148		5/22/2024	388000	167.53	mls	2024	8/10/2026
MLS-898501	6092 Via Hermosa Court, El Paso, TX 79912	79912	El Paso	31.86550927	-106.5212023		4	2	2284	7405		5/24/2024	390000	170.75	mls	2024	8/10/2026
MLS-901021	7144 MAJORCA Court, El Paso, TX 79912	79912	El Paso	31.84075254	-106.5536383		4	2	1405	7405		5/29/2024	243000	172.95	mls	2024	8/10/2026
MLS-900550	744 DULCE TIERRA Drive, El Paso, TX 79912	79912	El Paso	31.85375023	-106.5261022		4	2	2296	8712		6/6/2024	290000	126.31	mls	2024	8/10/2026
MLS-900924	6308 FRANKLIN GATE Drive, El Paso, TX 79912	79912	El Paso	31.87541489	-106.5308667		4	2	2210	6098		6/19/2024	384000	173.76	mls	2024	8/10/2026
MLS-902480	836 El Parque Drive, El Paso, TX 79912	79912	El Paso	31.85755547	-106.5473444		4	2	2293	7405		7/8/2024	400000	174.44	mls	2024	8/10/2026
MLS-902226	1405 KOKOPELLI Way, El Paso, TX 79912	79912	El Paso	31.87805875	-106.5457747		4	2	1583	6098		8/2/2024	290000	183.2	mls	2024	8/10/2026
MLS-903281	5536 Carousel Drive, El Paso, TX 79912	79912	El Paso	31.81893384	-106.5219759		4	2	1616	6534		8/2/2024	258000	159.65	mls	2024	8/10/2026
MLS-903451	6605 WIND RIDGE Drive, El Paso, TX 79912	79912	El Paso	31.87053199	-106.5414179		4	2	2149	9583		8/15/2024	385000	179.15	mls	2024	8/10/2026
MLS-904655	520 Mogollon Circle, El Paso, TX 79912	79912	El Paso	31.86549056	-106.5689159		4	2	1342	6534		8/16/2024	220000	163.93	mls	2024	8/10/2026
MLS-903905	6116 VIA SUCESO Court, El Paso, TX 79912	79912	El Paso	31.85810156	-106.5255221		4	2	2152	7405		8/27/2024	258000	119.89	mls	2024	8/10/2026
MLS-906584	320 Coral Hills Drive, El Paso, TX 79912	79912	El Paso	31.83667225	-106.5288349		4	2	1920	6970		9/5/2024	250000	130.21	mls	2024	8/10/2026
MLS-906553	707 Tepic Dr, El Paso, TX 79912	79912	El Paso	31.85313599	-106.5466114		4	2	1804	7405		9/9/2024	300000	166.3	mls	2024	8/10/2026
MLS-907627	323 Rio Tinto Drive, El Paso, TX 79912	79912	El Paso	31.84238865	-106.5494544		4	2	1730	7405		9/20/2024	273000	157.8	mls	2024	8/10/2026
MLS-908294	6506 Cresta Bonita Drive, El Paso, TX 79912	79912	El Paso	31.85058656	-106.5371841		4	2	2150	10454		9/27/2024	279000	129.77	mls	2024	8/10/2026
MLS-909040	6817 MARBLE CANYON DR Drive, El Paso, TX 79912	79912	El Paso	31.86407537	-106.5472367		4	2	1608	10019		10/10/2024	295000	183.46	mls	2024	8/10/2026
MLS-906130	7221 CLEMENTE Avenue, El Paso, TX 79912	79912	El Paso	31.84094211	-106.5546949		4	2	1424	9148		10/10/2024	195000	136.94	mls	2024	8/10/2026
MLS-906327	6817 IMPERIAL RIDGE Drive, El Paso, TX 79912	79912	El Paso	31.8656933	-106.5467802		4	2	2168	7841		10/15/2024	362500	167.2	mls	2024	8/10/2026
MLS-909871	6309 FRANKLIN DESERT, El Paso, TX 79912	79912	El Paso	31.87292545	-106.5304674		4	2	3029	10019		10/22/2024	570000	188.18	mls	2024	8/10/2026
MLS-907351	341 BRIGHT WATER Lane, El Paso, TX 79912	79912	El Paso	31.84270967	-106.5503379		4	2	2007	7841		10/29/2024	265000	132.04	mls	2024	8/10/2026
MLS-909597	6932 ORIZABA Avenue, El Paso, TX 79912	79912	El Paso	31.84787756	-106.5470338		4	2	2002	9148		11/1/2024	384950	192.28	mls	2024	8/10/2026
MLS-907232	6256 Wildwood Court Court, El Paso, TX 79912	79912	El Paso	31.84147479	-106.5313329		4	2	2221	7405		11/1/2024	405000	182.35	mls	2024	8/10/2026
MLS-901151	912 Oneida Drive, El Paso, TX 79912	79912	El Paso	31.86434884	-106.5706866		4	2	1481	6534		11/12/2024	220000	148.55	mls	2024	8/10/2026
MLS-912439	836 ESPOLON Drive, El Paso, TX 79912	79912	El Paso	31.85630508	-106.5451043		4	2	2013	12197		11/20/2024	230000	114.26	mls	2024	8/10/2026
MLS-907072	861 Dulce Tierra Drive, El Paso, TX 79912	79912	El Paso	31.85935313	-106.5251101		4	2	2382	11761		11/18/2024	390000	163.73	mls	2024	8/10/2026
MLS-911457	317 Olivia Circle, El Paso, TX 79912	79912	El Paso	31.82712932	-106.533158		4	2	1923	8712		11/22/2024	237000	123.24	mls	2024	8/10/2026
MLS-911827	1149 REGAL RIDGE Drive, El Paso, TX 79912	79912	El Paso	31.86801841	-106.5413824		4	2	1892	8276		11/25/2024	330000	174.42	mls	2024	8/10/2026
MLS-909038	6692 Legacy Ridge Way, El Paso, TX 79912	79912	El Paso	31.87734143	-106.5418013		4	2	2360	10890		11/27/2024	535000	226.69	mls	2024	8/10/2026
MLS-909965	744 Dulce Tierra Drive Drive, El Paso, TX 79912	79912	El Paso	31.85375023	-106.5261022		4	2	2296	8712		12/5/2024	412000	179.44	mls	2024	8/10/2026
MLS-910667	1501 Capitan Ridge Ridge, El Paso, TX 79912	79912	El Paso				4	2	2420	10890		12/17/2024	455000	188.02	mls	2024	8/10/2026
MLS-909888	315 SAN SABA Road, El Paso, TX 79912	79912	El Paso	31.82589089	-106.5330221		4	2	1904	7560		12/17/2024	268500	141.02	mls	2024	8/10/2026
MLS-911090	6861 VILLA HERMOSA Drive, El Paso, TX 79912	79912	El Paso	31.84954015	-106.5455376		4	2	2257	8276		1/21/2025	310000	137.35	mls	2025	8/10/2026
MLS-915617	6352 Dakota Ridge Drive, El Paso, TX 79912	79912	El Paso	31.87682514	-106.5331077		4	2	1887	5663		2/5/2025	318000	168.52	mls	2025	8/10/2026
MLS-912048	6545 BRISA DEL MAR Drive, El Paso, TX 79912	79912	El Paso	31.86111229	-106.5377862		4	2	2249	8276		2/2/2025	400000	177.86	mls	2025	8/10/2026
MLS-912690	829 Agua Caliente Drive, El Paso, TX 79912	79912	El Paso	31.85707685	-106.5467943		4	2	2072	7405		2/14/2025	300000	144.79	mls	2025	8/10/2026
MLS-913026	6416 LOMA DE CRISTO Drive, El Paso, TX 79912	79912	El Paso	31.85897692	-106.5339405		4	2	2373	8276		3/3/2025	479000	201.85	mls	2025	8/10/2026
MLS-911940	6613 Heritage Ridge Way, El Paso, TX 79912	79912	El Paso	31.87812557	-106.5409548		4	2	2383	8712		3/11/2025	450000	188.84	mls	2025	8/10/2026
MLS-914211	505 De Soto Avenue, El Paso, TX 79912	79912	El Paso	31.82899926	-106.5422249		4	2	1455	7841		3/10/2025	286000	196.56	mls	2025	8/10/2026
MLS-917008	6605 Wind Ridge Drive, El Paso, TX 79912	79912	El Paso	31.87053199	-106.5414179		4	2	2149	2178		3/24/2025	397000	184.74	mls	2025	8/10/2026
MLS-917423	6341 Via Aventura Drive, El Paso, TX 79912	79912	El Paso	31.85593015	-106.5328809		4	2	2120	12197		4/3/2025	427500	201.65	mls	2025	8/10/2026
MLS-919509	7509 LAKEHURST Road, El Paso, TX 79912	79912	El Paso	31.85441737	-106.5643711		4	2	1717	6098		4/9/2025	285000	165.99	mls	2025	8/10/2026
MLS-916666	6909 ORIZABA Avenue, El Paso, TX 79912	79912	El Paso	31.84799215	-106.5466854		4	2	1796	8276		4/22/2025	276800	154.12	mls	2025	8/10/2026
MLS-921154	742 Espada Drive B, El Paso, TX 79912	79912	El Paso	31.84319301	-106.5272032		4	2	1396	9583		4/26/2025	258975	185.51	mls	2025	8/10/2026
MLS-918821	6288 LOS BANCOS Drive, El Paso, TX 79912	79912	El Paso	31.85677177	-106.5296499		4	2	2522	13068		4/30/2025	400000	158.6	mls	2025	8/10/2026
MLS-919191	652 BLUFF CANYON Circle, El Paso, TX 79912	79912	El Paso	31.82453875	-106.5454175		4	2	2418	9583		4/29/2025	390000	161.29	mls	2025	8/10/2026
MLS-918710	331 CARNIVAL Drive, El Paso, TX 79912	79912	El Paso	31.8154027	-106.5212348		4	2	1539	7405		5/2/2025	178500	115.98	mls	2025	8/10/2026
MLS-904611	365 Ridgemont Drive, El Paso, TX 79912	79912	El Paso	31.8212872	-106.5318094		4	2	1485	8712		5/2/2025	255000	171.72	mls	2025	8/10/2026
MLS-920842	6529 Brisa Del Mar Drive, El Paso, TX 79912	79912	El Paso	31.86104703	-106.5367965		4	2	2207	8276		5/9/2025	310000	140.46	mls	2025	8/10/2026
MLS-917420	809 Tepic Drive, El Paso, TX 79912	79912	El Paso	31.85627853	-106.5462243		4	2	1910	8712		5/23/2025	265000	138.74	mls	2025	8/10/2026
MLS-920512	652 COPPERFIELD Lane, El Paso, TX 79912	79912	El Paso	31.84118266	-106.5221868		4	2	2408	2178		5/27/2025	315000	130.81	mls	2025	8/10/2026
MLS-921332	6092 VIA HERMOSA Court, El Paso, TX 79912	79912	El Paso	31.86550927	-106.5212023		4	2	2184	740520		6/2/2025	410000	187.73	mls	2025	8/10/2026
MLS-921792	500 WOODBINE Lane, El Paso, TX 79912	79912	El Paso	31.85440908	-106.5698005		4	2	1715	9148		6/6/2025	254000	148.1	mls	2025	8/10/2026
MLS-921455	316 Garden Grove Lane, El Paso, TX 79912	79912	El Paso	31.83155709	-106.5557554		4	2	1894	6970		6/25/2025	300000	158.39	mls	2025	8/10/2026
MLS-922649	7008 DESERT CANYON Drive, El Paso, TX 79912	79912	El Paso	31.87056186	-106.5510933		4	2	2440	8276		6/27/2025	410000	168.03	mls	2025	8/10/2026
MLS-915649	6849 LA CADENA Drive, El Paso, TX 79912	79912	El Paso	31.84633615	-106.5434797		4	2	2137	9583		7/18/2025	365000	170.8	mls	2025	8/10/2026
MLS-922160	7140 Feather Hawk Dr. Drive, El Paso, TX 79912	79912	El Paso	31.86745605	-106.5538815		4	2	1697	5663		7/22/2025	265000	156.16	mls	2025	8/10/2026
MLS-922109	6720 PASEO REDONDO Avenue, El Paso, TX 79912	79912	El Paso	31.84155056	-106.5395628		4	2	1879	7841		7/21/2025	310000	164.98	mls	2025	8/10/2026
MLS-924093	670 Agua Caliente Drive, El Paso, TX 79912	79912	El Paso	31.85207041	-106.5481185		4	2	2170	8712		7/28/2025	324900	149.72	mls	2025	8/10/2026
MLS-925196	7044 CROWN RIDGE Drive, El Paso, TX 79912	79912	El Paso	31.87478474	-106.5520668		4	2	1937	10890		7/30/2025	385000	198.76	mls	2025	8/10/2026
MLS-926239	608 PASEO DE LUNA Lane, El Paso, TX 79912	79912	El Paso	31.84868234	-106.538529		4	2	2554	15682		8/15/2025	425000	166.41	mls	2025	8/10/2026
MLS-929168	1472 Shelby Ridge Drive, El Paso, TX 79912	79912	El Paso	31.87527958	-106.5394721		4	2	2028	8712		8/27/2025	360000	177.51	mls	2025	8/10/2026
MLS-897508	6325 Franklin View Drive, El Paso, TX 79912	79912	El Paso	31.86787382	-106.530658		4	3	2952	7405		4/15/2024	520000	176.15	mls	2024	8/10/2026
MLS-884102	504 Moondale Drive, El Paso, TX 79912	79912	El Paso	31.83612485	-106.5158822		4	3	2684	27443		5/6/2024	459900	171.35	mls	2024	8/10/2026
MLS-899110	6321 Franklin Summit Drive, El Paso, TX 79912	79912	El Paso	31.86903695	-106.5340691		4	3	2820	7405		5/14/2024	475000	168.44	mls	2024	8/10/2026
MLS-897350	6404 Franklin Gate Drive, El Paso, TX 79912	79912	El Paso	31.87500603	-106.5335933		4	3	2318	5663		5/20/2024	380000	163.93	mls	2024	8/10/2026
MLS-899979	108 Camino Barranca, El Paso, TX 79912	79912	El Paso	31.84222969	-106.5112067		4	3	3970	19166		6/11/2024	1075000	270.78	mls	2024	8/10/2026
MLS-900938	7130 San Marino Drive, El Paso, TX 79912	79912	El Paso	31.8582806	-106.5532574		4	3	2338	10890		6/11/2024	360000	153.98	mls	2024	8/10/2026
MLS-899834	6341 FRANKLIN SUMMIT Drive, El Paso, TX 79912	79912	El Paso	31.86924688	-106.5344027		4	3	2907	7841		6/13/2024	467000	160.65	mls	2024	8/10/2026
MLS-901950	6400 Calle Placido Drive, El Paso, TX 79912	79912	El Paso	31.86598183	-106.5303638		4	3	2835	10019		7/3/2024	545000	192.24	mls	2024	8/10/2026
MLS-903841	6409 CAMINO FUENTE Drive, El Paso, TX 79912	79912	El Paso	31.85149412	-106.5333784		4	3	3215	8276		7/15/2024	485000	150.86	mls	2024	8/10/2026
MLS-902822	6227 FRANKLIN DOVE Avenue, El Paso, TX 79912	79912	El Paso	31.87288397	-106.5244043		4	3	3127	9148		7/22/2024	665000	212.66	mls	2024	8/10/2026
MLS-903774	805 Claravista Lane, El Paso, TX 79912	79912	El Paso	31.85441816	-106.5291665		4	3	2869	10890		7/26/2024	440000	153.36	mls	2024	8/10/2026
MLS-902008	1205 CERRITO PERDIDO Lane, El Paso, TX 79912	79912	El Paso	31.85428127	-106.5155217		4	3	3603	17424		8/2/2024	695000	192.89	mls	2024	8/10/2026
